STATE,BIOME,regionkey,Specie
GO,Cerrado,GOCerrado,Terminalia argentea
GO,Cerrado,GOCerrado,Terminalia corrugata
GO,Cerrado,GOCerrado,Terminalia fagifolia
GO,Cerrado,GOCerrado,Trachypogon spicatus
GO,Cerrado,GOCerrado,Vatairea macrocarpa
GO,Mata Atlantica,GOMata Atlantica,Albizia niopoides
GO,Mata Atlantica,GOMata Atlantica,Alchornea triplinervia
GO,Mata Atlantica,GOMata Atlantica,Anadenanthera colubrina
GO,Mata Atlantica,GOMata Atlantica,Anadenanthera peregrina
GO,Mata Atlantica,GOMata Atlantica,Andira fraxinifolia
GO,Mata Atlantica,GOMata Atlantica,Apeiba tibourbou
GO,Mata Atlantica,GOMata Atlantica,Apuleia leiocarpa
GO,Mata Atlantica,GOMata Atlantica,Astronium fraxinifolium
GO,Mata Atlantica,GOMata Atlantica,Astronium urundeuva
GO,Mata Atlantica,GOMata Atlantica,Axonopus siccus
GO,Mata Atlantica,GOMata Atlantica,Bixa orellana
GO,Mata Atlantica,GOMata Atlantica,Cassia ferruginea
GO,Mata Atlantica,GOMata Atlantica,Cecropia pachystachya
GO,Mata Atlantica,GOMata Atlantica,Cedrela fissilis
GO,Mata Atlantica,GOMata Atlantica,Ceiba speciosa
GO,Mata Atlantica,GOMata Atlantica,Chromolaena maximiliani
GO,Mata Atlantica,GOMata Atlantica,Copaifera langsdorffii
GO,Mata Atlantica,GOMata Atlantica,Cordia trichotoma
GO,Mata Atlantica,GOMata Atlantica,Croton urucurana
GO,Mata Atlantica,GOMata Atlantica,Emmotum nitens
GO,Mata Atlantica,GOMata Atlantica,Enterolobium contortisiliquum
GO,Mata Atlantica,GOMata Atlantica,Enterolobium timbouva
GO,Mata Atlantica,GOMata Atlantica,Erythrina speciosa
GO,Mata Atlantica,GOMata Atlantica,Guazuma ulmifolia
GO,Mata Atlantica,GOMata Atlantica,Handroanthus impetiginosus
GO,Mata Atlantica,GOMata Atlantica,Handroanthus ochraceus
GO,Mata Atlantica,GOMata Atlantica,Handroanthus serratifolius
GO,Mata Atlantica,GOMata Atlantica,Hymenaea courbaril
GO,Mata Atlantica,GOMata Atlantica,Jacaranda cuspidifolia
GO,Mata Atlantica,GOMata Atlantica,Mabea fistulifera
GO,Mata Atlantica,GOMata Atlantica,Maclura tinctoria
GO,Mata Atlantica,GOMata Atlantica,Mimosa bimucronata
GO,Mata Atlantica,GOMata Atlantica,Myroxylon peruiferum
GO,Mata Atlantica,GOMata Atlantica,Peltophorum dubium
GO,Mata Atlantica,GOMata Atlantica,Platypodium elegans
GO,Mata Atlantica,GOMata Atlantica,Pterogyne nitens
GO,Mata Atlantica,GOMata Atlantica,Ricinus communis
GO,Mata Atlantica,GOMata Atlantica,Samanea tubulosa
GO,Mata Atlantica,GOMata Atlantica,Schinus terebinthifolia
GO,Mata Atlantica,GOMata Atlantica,Schizolobium parahyba var. parahyba
GO,Mata Atlantica,GOMata Atlantica,Senegalia polyphylla
GO,Mata Atlantica,GOMata Atlantica,Senna alata
GO,Mata Atlantica,GOMata Atlantica,Senna macranthera
GO,Mata Atlantica,GOMata Atlantica,Senna multijuga
GO,Mata Atlantica,GOMata Atlantica,Senna occidentalis
GO,Mata Atlantica,GOMata Atlantica,Senna spectabilis
GO,Mata Atlantica,GOMata Atlantica,Simarouba amara
GO,Mata Atlantica,GOMata Atlantica,Syagrus romanzoffiana
GO,Mata Atlantica,GOMata Atlantica,Tabebuia roseoalba
GO,Mata Atlantica,GOMata Atlantica,Trema micranthum
GO,Mata Atlantica,GOMata Atlantica,Vitex megapotamica
GO,Mata Atlantica,GOMata Atlantica,Zanthoxylum rhoifolium
MA,Amazonia,MAAmazonia,Apeiba tibourbou
MA,Amazonia,MAAmazonia,Apuleia leiocarpa
MA,Amazonia,MAAmazonia,Astronium fraxinifolium
MA,Amazonia,MAAmazonia,Bixa orellana
MA,Amazonia,MAAmazonia,Cecropia pachystachya
MA,Amazonia,MAAmazonia,Cedrela fissilis
MA,Amazonia,MAAmazonia,Ceiba pentandra
MA,Amazonia,MAAmazonia,Chloroleucon acacioides
MA,Amazonia,MAAmazonia,Cochlospermum orinocense
MA,Amazonia,MAAmazonia,Colubrina glandulosa
MA,Amazonia,MAAmazonia,Copaifera martii
MA,Amazonia,MAAmazonia,Curatella americana
MA,Amazonia,MAAmazonia,Dipteryx odorata
MA,Amazonia,MAAmazonia,Emmotum nitens
MA,Amazonia,MAAmazonia,Enterolobium schomburgkii
MA,Amazonia,MAAmazonia,Guazuma ulmifolia
MA,Amazonia,MAAmazonia,Handroanthus impetiginosus
MA,Amazonia,MAAmazonia,Handroanthus serratifolius
MA,Amazonia,MAAmazonia,Hymenaea courbaril
MA,Amazonia,MAAmazonia,Mabea fistulifera
MA,Amazonia,MAAmazonia,Oenocarpus distichus
MA,Amazonia,MAAmazonia,Ormosia paraensis
MA,Amazonia,MAAmazonia,Parkia multijuga
MA,Amazonia,MAAmazonia,Parkia pendula
MA,Amazonia,MAAmazonia,Platypodium elegans
MA,Amazonia,MAAmazonia,Psidium guajava
MA,Amazonia,MAAmazonia,Samanea tubulosa
MA,Amazonia,MAAmazonia,Senegalia polyphylla
MA,Amazonia,MAAmazonia,Senna alata
MA,Amazonia,MAAmazonia,Senna multijuga
MA,Amazonia,MAAmazonia,Senna occidentalis
MA,Amazonia,MAAmazonia,Senna spectabilis
MA,Amazonia,MAAmazonia,Simarouba amara
MA,Amazonia,MAAmazonia,Solanum crinitum
MA,Amazonia,MAAmazonia,Spondias mombin
MA,Amazonia,MAAmazonia,Sterculia striata
MA,Amazonia,MAAmazonia,Tachigali vulgaris
MA,Amazonia,MAAmazonia,Terminalia grandis
MA,Amazonia,MAAmazonia,Terminalia tetraphylla
MA,Amazonia,MAAmazonia,Trema micranthum
MA,Amazonia,MAAmazonia,Zanthoxylum rhoifolium
MA,Cerrado,MACerrado,Acrocomia aculeata
MA,Cerrado,MACerrado,Anacardium occidentale
MA,Cerrado,MACerrado,Andira vermifuga
MA,Cerrado,MACerrado,Aristida gibbosa
MA,Cerrado,MACerrado,Aristida longifolia
MA,Cerrado,MACerrado,Aristida riparia
MA,Cerrado,MACerrado,Aspidosperma macrocarpon
MA,Cerrado,MACerrado,Astronium fraxinifolium
MA,Cerrado,MACerrado,Astronium urundeuva
MA,Cerrado,MACerrado,Axonopus aureus
MA,Cerrado,MACerrado,Byrsonima cydoniifolia
MA,Cerrado,MACerrado,Caryocar brasiliense
MA,Cerrado,MACerrado,Combretum duarteanum
MA,Cerrado,MACerrado,Copaifera langsdorffii
MA,Cerrado,MACerrado,Cordia alliodora
MA,Cerrado,MACerrado,Cybistax antisyphilitica
MA,Cerrado,MACerrado,Dalbergia miscolobium
MA,Cerrado,MACerrado,Dimorphandra mollis
MA,Cerrado,MACerrado,Dipteryx alata
MA,Cerrado,MACerrado,Echinolaena inflexa
MA,Cerrado,MACerrado,Emmotum nitens
MA,Cerrado,MACerrado,Guazuma ulmifolia
MA,Cerrado,MACerrado,Handroanthus ochraceus
MA,Cerrado,MACerrado,Hymenaea stigonocarpa
MA,Cerrado,MACerrado,Jacaranda brasiliana
MA,Cerrado,MACerrado,Kielmeyera coriacea
MA,Cerrado,MACerrado,Loudetiopsis chrysothrix
MA,Cerrado,MACerrado,Magonia pubescens
MA,Cerrado,MACerrado,Mauritiella armata
MA,Cerrado,MACerrado,Peltogyne confertiflora
MA,Cerrado,MACerrado,Plathymenia reticulata
MA,Cerrado,MACerrado,Platypodium elegans
MA,Cerrado,MACerrado,Qualea grandiflora
MA,Cerrado,MACerrado,Schizachyrium sanguineum
MA,Cerrado,MACerrado,Senegalia polyphylla
MA,Cerrado,MACerrado,Senna alata
MA,Cerrado,MACerrado,Senna spectabilis
MA,Cerrado,MACerrado,Simarouba amara
MA,Cerrado,MACerrado,Simarouba versicolor
MA,Cerrado,MACerrado,Sterculia striata
MA,Cerrado,MACerrado,Tabebuia aurea
MA,Cerrado,MACerrado,Tachigali aurea
MA,Cerrado,MACerrado,Tachigali vulgaris
MA,Cerrado,MACerrado,Terminalia corrugata
MA,Cerrado,MACerrado,Terminalia fagifolia
MA,Cerrado,MACerrado,Trachypogon spicatus
MA,Cerrado,MACerrado,Vatairea macrocarpa
MG,Cerrado,MGCerrado,Achyrocline satureioides
MG,Cerrado,MGCerrado,Acrocomia aculeata
MG,Cerrado,MGCerrado,Aldama bracteata
MG,Cerrado,MGCerrado,Amburana cearensis
MG,Cerrado,MGCerrado,Anacardium occidentale
MG,Cerrado,MGCerrado,Anadenanthera colubrina
MG,Cerrado,MGCerrado,Anadenanthera peregrina
MG,Cerrado,MGCerrado,Andira vermifuga
MG,Cerrado,MGCerrado,Andropogon fastigiatus
MG,Cerrado,MGCerrado,Aristida gibbosa
MG,Cerrado,MGCerrado,Aristida longifolia
MG,Cerrado,MGCerrado,Aristida riparia
MG,Cerrado,MGCerrado,Aspidosperma macrocarpon
MG,Cerrado,MGCerrado,Aspidosperma tomentosum
MG,Cerrado,MGCerrado,Astronium fraxinifolium
MG,Cerrado,MGCerrado,Astronium urundeuva
MG,Cerrado,MGCerrado,Axonopus aureus
MG,Cerrado,MGCerrado,Byrsonima cydoniifolia
MG,Cerrado,MGCerrado,Caryocar brasiliense
MG,Cerrado,MGCerrado,Chromolaena maximiliani
MG,Cerrado,MGCerrado,Combretum duarteanum
MG,Cerrado,MGCerrado,Copaifera langsdorffii
MG,Cerrado,MGCerrado,Cybistax antisyphilitica
MG,Cerrado,MGCerrado,Dalbergia miscolobium
MG,Cerrado,MGCerrado,Dimorphandra mollis
MG,Cerrado,MGCerrado,Dipteryx alata
MG,Cerrado,MGCerrado,Echinolaena inflexa
MG,Cerrado,MGCerrado,Emmotum nitens
MG,Cerrado,MGCerrado,Enterolobium contortisiliquum
MG,Cerrado,MGCerrado,Eremanthus glomerulatus
MG,Cerrado,MGCerrado,Guazuma ulmifolia
MG,Cerrado,MGCerrado,Handroanthus ochraceus
MG,Cerrado,MGCerrado,Hymenaea stigonocarpa
MG,Cerrado,MGCerrado,Hyparrhenia bracteata
MG,Cerrado,MGCerrado,Jacaranda brasiliana
MG,Cerrado,MGCerrado,Kielmeyera coriacea
MG,Cerrado,MGCerrado,Lepidaploa aurea
MG,Cerrado,MGCerrado,Loudetiopsis chrysothrix
MG,Cerrado,MGCerrado,Machaerium opacum
MG,Cerrado,MGCerrado,Macropsychanthus violaceus
MG,Cerrado,MGCerrado,Magonia pubescens
MG,Cerrado,MGCerrado,Mauritiella armata
MG,Cerrado,MGCerrado,Mimosa claussenii
MG,Cerrado,MGCerrado,Peltogyne confertiflora
MG,Cerrado,MGCerrado,Plathymenia reticulata
MG,Cerrado,MGCerrado,Platypodium elegans
MG,Cerrado,MGCerrado,Pterogyne nitens
MG,Cerrado,MGCerrado,Qualea grandiflora
MG,Cerrado,MGCerrado,Schizachyrium sanguineum
MG,Cerrado,MGCerrado,Senegalia polyphylla
MG,Cerrado,MGCerrado,Senna alata
MG,Cerrado,MGCerrado,Senna spectabilis
MG,Cerrado,MGCerrado,Simarouba amara
MG,Cerrado,MGCerrado,Simarouba versicolor
MG,Cerrado,MGCerrado,Solanum lycocarpum
MG,Cerrado,MGCerrado,Sterculia striata
MG,Cerrado,MGCerrado,Stryphnodendron adstringens
MG,Cerrado,MGCerrado,Syagrus oleracea
MG,Cerrado,MGCerrado,Tabebuia aurea
MG,Cerrado,MGCerrado,Tachigali aurea
MG,Cerrado,MGCerrado,Tachigali vulgaris
MG,Cerrado,MGCerrado,Terminalia argentea
MG,Cerrado,MGCerrado,Terminalia corrugata
MG,Cerrado,MGCerrado,Terminalia fagifolia
MG,Cerrado,MGCerrado,Trachypogon spicatus
MG,Cerrado,MGCerrado,Vatairea macrocarpa
MG,Cerrado,MGCerrado,Vernonanthura polyanthes
MG,Mata Atlantica,MGMata Atlantica,Albizia niopoides
MG,Mata Atlantica,MGMata Atlantica,Alchornea triplinervia
MG,Mata Atlantica,MGMata Atlantica,Anadenanthera colubrina
MG,Mata Atlantica,MGMata Atlantica,Anadenanthera peregrina
MG,Mata Atlantica,MGMata Atlantica,Andira fraxinifolia
MG,Mata Atlantica,MGMata Atlantica,Apeiba tibourbou
MG,Mata Atlantica,MGMata Atlantica,Apuleia leiocarpa
MG,Mata Atlantica,MGMata Atlantica,Astronium fraxinifolium
MG,Mata Atlantica,MGMata Atlantica,Astronium urundeuva
MG,Mata Atlantica,MGMata Atlantica,Axonopus siccus
MG,Mata Atlantica,MGMata Atlantica,Bauhinia forficata
MG,Mata Atlantica,MGMata Atlantica,Bixa orellana
MG,Mata Atlantica,MGMata Atlantica,Cassia ferruginea
MG,Mata Atlantica,MGMata Atlantica,Cecropia glaziovii
MG,Mata Atlantica,MGMata Atlantica,Cecropia pachystachya
MG,Mata Atlantica,MGMata Atlantica,Cedrela fissilis
MG,Mata Atlantica,MGMata Atlantica,Ceiba speciosa
MG,Mata Atlantica,MGMata Atlantica,Chromolaena maximiliani
MG,Mata Atlantica,MGMata Atlantica,Citharexylum myrianthum
MG,Mata Atlantica,MGMata Atlantica,Copaifera langsdorffii
MG,Mata Atlantica,MGMata Atlantica,Cordia trichotoma
MG,Mata Atlantica,MGMata Atlantica,Croton floribundus
MG,Mata Atlantica,MGMata Atlantica,Croton urucurana
MG,Mata Atlantica,MGMata Atlantica,Emmotum nitens
MG,Mata Atlantica,MGMata Atlantica,Enterolobium contortisiliquum
MG,Mata Atlantica,MGMata Atlantica,Enterolobium timbouva
MG,Mata Atlantica,MGMata Atlantica,Erythrina speciosa
MG,Mata Atlantica,MGMata Atlantica,Gallesia integrifolia
MG,Mata Atlantica,MGMata Atlantica,Guazuma ulmifolia
MG,Mata Atlantica,MGMata Atlantica,Handroanthus heptaphyllus
MG,Mata Atlantica,MGMata Atlantica,Handroanthus impetiginosus
MG,Mata Atlantica,MGMata Atlantica,Handroanthus ochraceus
MG,Mata Atlantica,MGMata Atlantica,Handroanthus serratifolius
MG,Mata Atlantica,MGMata Atlantica,Hymenaea courbaril
MG,Mata Atlantica,MGMata Atlantica,Jacaranda cuspidifolia
MG,Mata Atlantica,MGMata Atlantica,Mabea fistulifera
MG,Mata Atlantica,MGMata Atlantica,Maclura tinctoria
MG,Mata Atlantica,MGMata Atlantica,Macropsychanthus violaceus
MG,Mata Atlantica,MGMata Atlantica,Mimosa bimucronata
MG,Mata Atlantica,MGMata Atlantica,Myroxylon peruiferum
MG,Mata Atlantica,MGMata Atlantica,Ormosia arborea
MG,Mata Atlantica,MGMata Atlantica,Peltophorum dubium
MG,Mata Atlantica,MGMata Atlantica,Platypodium elegans
MG,Mata Atlantica,MGMata Atlantica,Psidium cattleyanum
MG,Mata Atlantica,MGMata Atlantica,Psidium guajava
MG,Mata Atlantica,MGMata Atlantica,Pterogyne nitens
MG,Mata Atlantica,MGMata Atlantica,Ricinus communis
MG,Mata Atlantica,MGMata Atlantica,Schinus terebinthifolia
MG,Mata Atlantica,MGMata Atlantica,Schizolobium parahyba var. parahyba
MG,Mata Atlantica,MGMata Atlantica,Senegalia polyphylla
MG,Mata Atlantica,MGMata Atlantica,Senna alata
MG,Mata Atlantica,MGMata Atlantica,Senna macranthera
MG,Mata Atlantica,MGMata Atlantica,Senna multijuga
MG,Mata Atlantica,MGMata Atlantica,Senna occidentalis
MG,Mata Atlantica,MGMata Atlantica,Senna spectabilis
MG,Mata Atlantica,MGMata Atlantica,Simarouba amara
MG,Mata Atlantica,MGMata Atlantica,Syagrus romanzoffiana
MG,Mata Atlantica,MGMata Atlantica,Tabebuia roseoalba
MG,Mata Atlantica,MGMata Atlantica,Trema micranthum
MG,Mata Atlantica,MGMata Atlantica,Vitex megapotamica
MG,Mata Atlantica,MGMata Atlantica,Zanthoxylum rhoifolium
MG,Mata Atlantica,MGMata Atlantica,Zeyheria tuberculosa
MS,Cerrado,MSCerrado,Acrocomia aculeata
MS,Cerrado,MSCerrado,Aldama bracteata
MS,Cerrado,MSCerrado,Amburana cearensis
MS,Cerrado,MSCerrado,Anacardium occidentale
MS,Cerrado,MSCerrado,Anadenanthera colubrina
MS,Cerrado,MSCerrado,Anadenanthera peregrina
MS,Cerrado,MSCerrado,Andira cujabensis
MS,Cerrado,MSCerrado,Andira vermifuga
MS,Cerrado,MSCerrado,Andropogon fastigiatus
MS,Cerrado,MSCerrado,Aristida longifolia
MS,Cerrado,MSCerrado,Aristida riparia
MS,Cerrado,MSCerrado,Aspidosperma macrocarpon
MS,Cerrado,MSCerrado,Aspidosperma tomentosum
MS,Cerrado,MSCerrado,Astronium fraxinifolium
MS,Cerrado,MSCerrado,Astronium urundeuva
MS,Cerrado,MSCerrado,Axonopus aureus
MS,Cerrado,MSCerrado,Byrsonima cydoniifolia
MS,Cerrado,MSCerrado,Caryocar brasiliense
MS,Cerrado,MSCerrado,Chromolaena maximiliani
MS,Cerrado,MSCerrado,Combretum duarteanum
MS,Cerrado,MSCerrado,Copaifera langsdorffii
MS,Cerrado,MSCerrado,Cordia alliodora
MS,Cerrado,MSCerrado,Cybistax antisyphilitica
MS,Cerrado,MSCerrado,Dalbergia miscolobium
MS,Cerrado,MSCerrado,Dimorphandra mollis
MS,Cerrado,MSCerrado,Dipteryx alata
MS,Cerrado,MSCerrado,Echinolaena inflexa
MS,Cerrado,MSCerrado,Enterolobium contortisiliquum
MS,Cerrado,MSCerrado,Guazuma ulmifolia
MS,Cerrado,MSCerrado,Handroanthus ochraceus
MS,Cerrado,MSCerrado,Hymenaea stigonocarpa
MS,Cerrado,MSCerrado,Hyparrhenia bracteata
MS,Cerrado,MSCerrado,Kielmeyera coriacea
MS,Cerrado,MSCerrado,Loudetiopsis chrysothrix
MS,Cerrado,MSCerrado,Macropsychanthus violaceus
MS,Cerrado,MSCerrado,Magonia pubescens
MS,Cerrado,MSCerrado,Peltogyne confertiflora
MS,Cerrado,MSCerrado,Plathymenia reticulata
MS,Cerrado,MSCerrado,Platypodium elegans
MS,Cerrado,MSCerrado,Pterogyne nitens
MS,Cerrado,MSCerrado,Qualea grandiflora
MS,Cerrado,MSCerrado,Schizachyrium sanguineum
MS,Cerrado,MSCerrado,Senegalia polyphylla
MS,Cerrado,MSCerrado,Senna alata
MS,Cerrado,MSCerrado,Senna spectabilis
MS,Cerrado,MSCerrado,Simarouba versicolor
MS,Cerrado,MSCerrado,Solanum lycocarpum
MS,Cerrado,MSCerrado,Sterculia striata
MS,Cerrado,MSCerrado,Stryphnodendron adstringens
MS,Cerrado,MSCerrado,Syagrus oleracea
MS,Cerrado,MSCerrado,Tabebuia aurea
MS,Cerrado,MSCerrado,Tachigali aurea
MS,Cerrado,MSCerrado,Tachigali vulgaris
MS,Cerrado,MSCerrado,Terminalia argentea
MS,Cerrado,MSCerrado,Terminalia corrugata
MS,Cerrado,MSCerrado,Terminalia fagifolia
MS,Cerrado,MSCerrado,Trachypogon spicatus
MS,Cerrado,MSCerrado,Vatairea macrocarpa
MS,Mata Atlantica,MSMata Atlantica,Albizia niopoides
MS,Mata Atlantica,MSMata Atlantica,Alchornea triplinervia
MS,Mata Atlantica,MSMata Atlantica,Anadenanthera colubrina
MS,Mata Atlantica,MSMata Atlantica,Anadenanthera peregrina
MS,Mata Atlantica,MSMata Atlantica,Andira fraxinifolia
MS,Mata Atlantica,MSMata Atlantica,Apeiba tibourbou
MS,Mata Atlantica,MSMata Atlantica,Apuleia leiocarpa
MS,Mata Atlantica,MSMata Atlantica,Astronium fraxinifolium
MS,Mata Atlantica,MSMata Atlantica,Astronium urundeuva
MS,Mata Atlantica,MSMata Atlantica,Axonopus siccus
MS,Mata Atlantica,MSMata Atlantica,Bixa orellana
MS,Mata Atlantica,MSMata Atlantica,Cecropia pachystachya
MS,Mata Atlantica,MSMata Atlantica,Cedrela fissilis
MS,Mata Atlantica,MSMata Atlantica,Ceiba speciosa
MS,Mata Atlantica,MSMata Atlantica,Chromolaena maximiliani
MS,Mata Atlantica,MSMata Atlantica,Copaifera langsdorffii
MS,Mata Atlantica,MSMata Atlantica,Cordia trichotoma
MS,Mata Atlantica,MSMata Atlantica,Croton floribundus
MS,Mata Atlantica,MSMata Atlantica,Croton urucurana
MS,Mata Atlantica,MSMata Atlantica,Enterolobium contortisiliquum
MS,Mata Atlantica,MSMata Atlantica,Enterolobium timbouva
MS,Mata Atlantica,MSMata Atlantica,Erythrina speciosa
MS,Mata Atlantica,MSMata Atlantica,Guazuma ulmifolia
MS,Mata Atlantica,MSMata Atlantica,Handroanthus heptaphyllus
MS,Mata Atlantica,MSMata Atlantica,Handroanthus impetiginosus
MS,Mata Atlantica,MSMata Atlantica,Handroanthus ochraceus
MS,Mata Atlantica,MSMata Atlantica,Handroanthus serratifolius
MS,Mata Atlantica,MSMata Atlantica,Hymenaea courbaril
MS,Mata Atlantica,MSMata Atlantica,Jacaranda cuspidifolia
MS,Mata Atlantica,MSMata Atlantica,Mabea fistulifera
MS,Mata Atlantica,MSMata Atlantica,Maclura tinctoria
MS,Mata Atlantica,MSMata Atlantica,Macropsychanthus violaceus
MS,Mata Atlantica,MSMata Atlantica,Mimosa bimucronata
MS,Mata Atlantica,MSMata Atlantica,Myroxylon peruiferum
MS,Mata Atlantica,MSMata Atlantica,Peltophorum dubium
MS,Mata Atlantica,MSMata Atlantica,Platypodium elegans
MS,Mata Atlantica,MSMata Atlantica,Psidium guajava
MS,Mata Atlantica,MSMata Atlantica,Pterogyne nitens
MS,Mata Atlantica,MSMata Atlantica,Ricinus communis
MS,Mata Atlantica,MSMata Atlantica,Samanea tubulosa
MS,Mata Atlantica,MSMata Atlantica,Schinus terebinthifolia
MS,Mata Atlantica,MSMata Atlantica,Senegalia polyphylla
MS,Mata Atlantica,MSMata Atlantica,Senna alata
MS,Mata Atlantica,MSMata Atlantica,Senna macranthera
MS,Mata Atlantica,MSMata Atlantica,Senna multijuga
MS,Mata Atlantica,MSMata Atlantica,Senna occidentalis
MS,Mata Atlantica,MSMata Atlantica,Senna spectabilis
MS,Mata Atlantica,MSMata Atlantica,Syagrus romanzoffiana
MS,Mata Atlantica,MSMata Atlantica,Tabebuia roseoalba
MS,Mata Atlantica,MSMata Atlantica,Trema micranthum
MS,Mata Atlantica,MSMata Atlantica,Vitex megapotamica
MS,Mata Atlantica,MSMata Atlantica,Zanthoxylum rhoifolium
MT,Amazonia,MTAmazonia,Apeiba tibourbou
MT,Amazonia,MTAmazonia,Apuleia leiocarpa
MT,Amazonia,MTAmazonia,Astronium fraxinifolium
MT,Amazonia,MTAmazonia,Bixa orellana
MT,Amazonia,MTAmazonia,Cecropia pachystachya
MT,Amazonia,MTAmazonia,Cedrela fissilis
MT,Amazonia,MTAmazonia,Ceiba pentandra
MT,Amazonia,MTAmazonia,Ceiba speciosa
MT,Amazonia,MTAmazonia,Chloroleucon acacioides
MT,Amazonia,MTAmazonia,Chloroleucon mangense
MT,Amazonia,MTAmazonia,Cochlospermum orinocense
MT,Amazonia,MTAmazonia,Colubrina glandulosa
MT,Amazonia,MTAmazonia,Curatella americana
MT,Amazonia,MTAmazonia,Dinizia excelsa
MT,Amazonia,MTAmazonia,Dipteryx odorata
MT,Amazonia,MTAmazonia,Emmotum nitens
MT,Amazonia,MTAmazonia,Enterolobium schomburgkii
MT,Amazonia,MTAmazonia,Guazuma ulmifolia
MT,Amazonia,MTAmazonia,Handroanthus impetiginosus
MT,Amazonia,MTAmazonia,Handroanthus serratifolius
MT,Amazonia,MTAmazonia,Hymenaea courbaril
MT,Amazonia,MTAmazonia,Hymenaea intermedia
MT,Amazonia,MTAmazonia,Mabea fistulifera
MT,Amazonia,MTAmazonia,Oenocarpus distichus
MT,Amazonia,MTAmazonia,Ormosia excelsa
MT,Amazonia,MTAmazonia,Ormosia paraensis
MT,Amazonia,MTAmazonia,Parkia multijuga
MT,Amazonia,MTAmazonia,Parkia pendula
MT,Amazonia,MTAmazonia,Platypodium elegans
MT,Amazonia,MTAmazonia,Psidium guajava
MT,Amazonia,MTAmazonia,Samanea tubulosa
MT,Amazonia,MTAmazonia,Schizolobium parahyba var. amazonicum
MT,Amazonia,MTAmazonia,Senegalia polyphylla
MT,Amazonia,MTAmazonia,Senna alata
MT,Amazonia,MTAmazonia,Senna multijuga
MT,Amazonia,MTAmazonia,Senna occidentalis
MT,Amazonia,MTAmazonia,Senna spectabilis
MT,Amazonia,MTAmazonia,Simarouba amara
MT,Amazonia,MTAmazonia,Solanum crinitum
MT,Amazonia,MTAmazonia,Spondias mombin
MT,Amazonia,MTAmazonia,Sterculia striata
MT,Amazonia,MTAmazonia,Tachigali bracteosa
MT,Amazonia,MTAmazonia,Tachigali vulgaris
MT,Amazonia,MTAmazonia,Terminalia tetraphylla
MT,Amazonia,MTAmazonia,Trema micranthum
MT,Amazonia,MTAmazonia,Zanthoxylum rhoifolium
MT,Cerrado,MTCerrado,Acrocomia aculeata
MT,Cerrado,MTCerrado,Anacardium occidentale
MT,Cerrado,MTCerrado,Anadenanthera colubrina
MT,Cerrado,MTCerrado,Anadenanthera peregrina
MT,Cerrado,MTCerrado,Andira cujabensis
MT,Cerrado,MTCerrado,Andira vermifuga
MT,Cerrado,MTCerrado,Andropogon fastigiatus
MT,Cerrado,MTCerrado,Aristida gibbosa
MT,Cerrado,MTCerrado,Aristida longifolia
MT,Cerrado,MTCerrado,Aristida riparia
